ယခု လ တွင် ပျားရည် နှင့် ပျားဖယောင်း များ ကို စုဆောင်း ကြ သည် ဟု ခန့်မှန်း နိုင် သည် ။	This month they collect honey and beeswax is estimated.
ဟုတ်ကဲ့ ၊ မင်း မှန် ပါ တယ် ။	Yes , Yes.
မြန်မာ့ အသုံးစရိတ် မှာ ၂၀၁၂ − ၂၀၁၃ ဘဏ္ဍာ အတွက် ၁၄.၄ ရာခိုင်နှုန်း ဖြစ် သည် ။	Burma&#39;s budget for the 2012 - 2013 budget 14.4%.
ဒီ အိတ် ပြ ပေး ပါ ။	These bags.
သထုံ ၏ နောက်ဆုံး မင်း သည် မနုဟာ ဖြစ် သည် ။	Thaton latest.
အယ်လက်ဇန္ဒာသဂရိတ် ၏ တာဝန်ပေးချက် အရ အိန္ဒု ကို စိုးမိုး အုပ်ချုပ် ရ သော ဂရိ တပ်မှူး တပ်ဗိုလ် များ သည် ထို ဒေသ ကို နှစ် ရှည်မြင့် စွာ မ သိမ်းပိုက် ထား နိုင် ကြ ချေ ။	Alison Alexander the Great&#39;s assigned ruled the Indian vice captain of the Greek army occupied the region in a year-long high.
ခင်ဗျား ကို တကယ် ကျေးဇူးတင် တယ် ။	I really thank you.
ယင်း ကျမ်း တွင် ထို ခေတ် က အသက်ထင်ရှား ရှိ သူ များ ၏ အတ္ထုပ္ပတ္တိ များ ပါဝင် သည် ။	In the book The Age revealed in his biography of participants.
ထို့နောက် ၌ ကား ၊ ဘီစီ ၃ဝ ခန့် တွင် မားကပ်တယ်ရင်ရှီယပ်ဗယ်ရို ဘီစီ ၁၁၆ ၂၇ သည် ဝိဇ္ဇာ နှင့် သိပ္ပံ များ ပါဝင် သော စွယ်စုံကျမ်း ကို အတွဲ ၉ တွဲ ဖြင့် ရေးသား စီရင် ခဲ့ သည် ။	But then, In about 3 BC High ကပ်တယ် Xi fan sharply in 116 BC, which includes 27 arts and science encyclopedia for 9 attached, the judge wrote.
မော်လမြိုင် အနောက်မြောက် ၊ သံလွင် တစ်ဖက်ကမ်း လက်ယာ နှစ် မိုင် နီးပါး ခန့် အကွာ တွင် တည်ရှိ သော မုတ္တမ သည် ရှေးအခါ က အလွန် ထင်ရှား ကျော်စော ခဲ့ သော မွန် တို့ ရာဇာနီ ဖြစ် ခဲ့ ဖူး သည် ။	Mawlamyine, Northwest The other side of the olive farm is located almost two miles away Martaban is very clear that his fame was based Raza had been.
ကမ္ဘာ တွင် လူ ဟူ၍ စတင် ပေါ်ပေါက် ခဲ့ စဉ် က မည် သည့် ပုံသဏ္ဌာန် ၊ မည် သည့် ဘဝ ၊ မည် သည့် အခြေ တွင် ရှိ ခဲ့ သည် ။	People started saying that the world is in any shape, Any life, In any situation.
နှစ် ကာလ အတန်ကြာ သောအခါ နှစ် နိုင်ငံ ဆက်ဆံ သည် ကိစ္စ အမျိုးမျိုး ကြောင့် မ တည်ငြိမ် ခဲ့ ပေ ။	Two days later when the two countries with a variety of issues was not stable.
သခင် သည် လက်နက် ဆင်နွှဲ ရန် လိုအပ် ကောင်း လိုအပ် မည် ဟု ယူဆ ခဲ့ သည် မှာ ကာလ အတန်ကြာ က ပင် ဖြစ် ပါ သည် ။	He will need to launch a weapon to be felt for several days.
အကြမ်းဖက်သမား တို့ ၏ ဝါဒ သည် လည်း အိန္ဒိယ ၏ အဓိက လုံခြုံ ပြဿနာ ပင် ဖြစ် သည် ။	The ideology of the terrorists, India&#39;s main security problem.
ရန်ကုန် ရှိ လွတ်လပ် ကို ဗြိတိသျှ တို့ ထံ မှ မြန်မာ လွတ်လပ် ရ ကို အောက်မေ့ ရန် တည် ထား ဖြစ် သည် ။	Independent from the British in Rangoon to remember the freedom to be established.
နွေဦးပေါက် ၌ တစ် ကြိမ် ၊ ဆောင်းဦးပေါက် ၌ တစ် ကြိမ် အမွေး လဲ တတ် သည် ။	Once in the spring, In the autumn, once a feather.
လှေသင်းအတွင်းဝန် ရေး ဝေါဟာရ ၌ သီတင်းကျွတ် ခေါ်ဆို သည် မှာ ဝါဆို မှ စ ၍ ဝါတွင်း သုံး လ ၊ ရက် ပေါင်း ၉ဝ ၊ သီတင်းကျွတ် ကျော် တစ် ရက်နေ့ သီတင်းကျွတ် သောကြောင့် သီတင်းကျွတ် ဟူ၍ သာသနာ အလို ခေါ်ဆို သိသာ သည် ဟု ပါ ရှိ လေ သည် ။	Associate Secretary of the boat in terms of calls asking for the page. Lent 9 days For more than two on a two and a call to the nations&#39; two significant.
ထို ညီလာခံ မှ နေ ပြီး သူ တို့ သည် မွန် ၏ တတိယ မျက်လုံး ကို ဖျက်စီး ပစ် ဖို့ အတွက် သူ တို့ ၏ သမီးတော် ကို လက်ဆောင် ဆက်သ ရန် သဘောတူညီ လိုက် ကြ ပါ သည် ။	The conference is Simon&#39;s third eye to destroy her daughter&#39;s gift, and they agreed to continue.
မိုးကောင်း ၊ မိုးညှင်း များ သည် အင်အား ကောင်း ပြီး ပြည်မ အင်းဝ ကို ထိပါး သည့် အခါ ထိပါး သည် ။	Receivership Mohnyin powerful country is also affected when it does not encroach on Ava.
ကမ္ဘောဒီးယား များ နှင့် ပုဂ္ဂိုလ် များ က နိုဝင်ဘာ မှ ဖေဖေါ်ဝါရီ ထိ ဖြစ် သော သီးနှံ နှစ် ကို အခြေခံ တွက်ချက် ကြ သည် ဖြစ် ရာ ပြက္ခဒိန် ၂ နှစ် ပါဝင် နေ လေ တော့ သည် ။	Cambodia and the person is November to February is calculated based on the crop year calendar, including 2 years.
ထို မင်း သည် အစ္စလာမ် မ တို့ အား အလွန် နှိပ်ကွပ် သဖြင့် ပန်ဂျပ် မှ ဆစ် များ ပုန်ကန် ကြ သည် ။	He did not suppress Islam against the Punjab signals.
အချိုပွဲ တွေ အတွက် နေရာ မ ရှိ တော့ ဘူး ။	For dessert, do not.
ထင်ရှား သော ကဗျာ များ မှာ အကျဉ်းထောင် များ အတွင်း ၌ ရေးစပ် ခဲ့ သော ကျောင်း ဖွင့် ချိန် ၊ ဥဒါန်း နှင့် ကျောင်းသား အတ္ထုပ္ပတ္တိ တို့ ပဲ ဖြစ် သည် ။	The secret poetry composed in the prisons during the school opening hours, ဥဒါန်း and generations of students.
ငှက် တို့ နေရာ ပြောင်းရွှေ့ ငှက် တို့ ကို ဒေသ အလိုက် သတ်မှတ် ပေး ရာ၌ ငှက် တို့ အသိုက်ဖွဲ့ ၍ သားမွေး အရပ် ကို အခြေပြု ၍ ငှက် ၏ နေရင်းဇာတိ ကို သိ ရ သည် ။	Moving birds, birds, birds in each region based Nest offspring.. To know the bird&#39;s own hometown.
လူ ကဲ့သို့ ပင် ဝက် သည် လည်း ဗီတာမင် ကို သာ လုံလောက် စွာ မ ရရှိ လျှင် ရစ်ကက်ရောဂါ ဖြစ် တတ် ပေ သည် ။	The pig is like if you get enough vitamin Cricket disease.
နောက်ဆုံးပေါ် နည်းပညာ များ နှင့် ကိရိယာ များ အကူအညီ ဖြင့် စမ်းသပ်ခန်း များ ထဲ တွင် နှစ် ထောင် ပေါင်း များ စွာ သက်တမ်း ရှိ သည့် ပဟေဠိ များ အား ဖေါ်ထုတ် နိုင် ခဲ့ ကြ သည် ။	Laboratory with the help of the latest technology and equipment to two years in prison, they were able to identify mystery.
