The Wonderful Wizard of Oz	พ่อมดมหัศจรรย์แห่งออซ
"Really?" asked the Mouse.	``จริงหรือ?''แม่หนูถาม
"He says so himself," answered the Scarecrow, "and he would never hurt anyone who is our friend.	``มันว่าของมันอย่างนั้นนี่''หุ่น ไล่กาตอบ ``มัน จะ ไม่ทำร้าย ใครที่ เป็น เพื่อนเราหรอก
If you will help us to save him I promise that he shall treat you all with kindness."	ถ้าเธอ จะ ช่วยเราขอ ให้ ช่วยชีวิตมัน ไว้ ฉันสัญญาว่ามัน จะปฏิบัติต่อเธอ ทั้งหลาย ด้วย ความเมตตา''
"Very well," said the Queen, "we trust you.	``ดีแล้ว''ราชินีพูด ``เรา จะ เชื่อเธอ
But what shall we do?"	แต่เรา จะทำอย่างไร เล่า''
"Are there many of these mice which call you Queen and are willing to obey you?"	``มีหนูที่เรียกเธอว่าเป็นราชินี และที่ เชื่อ ฟังเธอมาก ไหม?''
"Oh, yes; there are thousands," she replied.	``โอ้ใช่ มีเป็นพันๆ ตัว''เธอตอบ
"Then send for them all to come here as soon as possible, and let each one bring a long piece of string."	``ถ้าเช่นนั้น ...เรียก ให้มันมาที่นี่ โดย เร็วที่ สุด ทั้งหมดเลย และ ให้ แต่ละ ตัว เอาเชือกยาวๆมา ด้วย ตัวละ เส้น''
The Queen turned to the mice that attended her and told them to go at once and get all her people.	ราชินีหันไปทางบรรดาหนูที่เฝ้าแหนเธอ อยู่ พร้อมกับ บอก ให้ ไปนำ บริวาร ทั้งหมดมาทันที
As soon as they heard her orders they ran away in every direction as fast as possible.	ทันทีที่มันได้รับ คำ สั่งจากเธอ พวก หนู เหล่านั้น ก็ วิ่งกัน ไปทุกทิศ โดย เร็วที่ สุด
"Now," said the Scarecrow to the Tin Woodman, "you must go to those trees by the riverside and make a truck that will carry the Lion."	``ทีนี้นะ...''หุ่น ไล่กาพูดกับ ชายตัด ไม้ดีบุก ``เธอต้อง ไปที่ต้น ไม้ริม ฝั่ง และต่อกระบะ ขึ้นมาเพื่อ ใช้ลากสิงโต''
So the Woodman went at once to the trees and began to work; and he soon made a truck out of the limbs of trees, from which he chopped away all the leaves and branches.	ดังนั้น ชายตัด ไม้จึง ไปที่ต้น ไม้ทันที และลงมือทำงาน ใน ไม่ช้า เขา ก็ สร้างกระบะ ด้วยลำ ไม้ ตัด ใบ และก้านออกหมด
He fastened it together with wooden pegs and made the four wheels out of short pieces of a big tree trunk.	กระบะต่อกันแน่น ด้วยหมุด ไม้ และ เขา สร้างล้อ ทั้งสี่ ด้วยลำต้น ใหญ่ชิ้น สั้นๆ
So fast and so well did he work that by the time the mice began to arrive the truck was all ready for them.	ชายตัดไม้ทำงานอย่าง เร็ว และทำ ได้ดีจน ถึง เวลาที่พวก หนูเริ่มพากันมากระบะ ก็เสร็จ พร้อม
They came from all directions, and there were thousands of them: big mice and little mice and middle-sized mice; and each one brought a piece of string in his mouth.	พวกหนูมาจากทุกทิศทุกทาง มีจำนวนพันๆ หนู ใหญ่ หนู น้อย หนู ขนาดกลาง แต่ละ ตัวนำ เชือกหนึ่ง เส้นติดปากมา ด้วย
It was about this time that Dorothy woke from her long sleep and opened her eyes.	เวลาเดียวกันนั้น เองโดโรธี ก็ ตื่นจาก หลับ อันแสนนาน ลืมตา ขึ้น
She was greatly astonished to find herself lying upon the grass, with thousands of mice standing around and looking at her timidly.	เธอประหลาดใจยิ่ง ที่พบตน เองนอน อยู่ท่ามกลาง พื้น หญ้า โดยมีหนูนับ พันๆ ยืน อยู่รอบ และมองดูเธออย่างขลาดๆ
